iso_time,t,phase,contact,used,delta,theta,alpha,beta,gamma,theta_z,alpha_z,beta_z,stress,attention,cognitive_load,difficulty,event
2026-06-26T14:21:32,0.004,idle,1,TP9+AF7+AF8+TP10,232.43,56.552,49.217,747.43,811.78,,,,,,,,
2026-06-26T14:21:33,1.007,idle,1,TP9+AF7+AF8+TP10,110.42,82.6,51.53,456.95,588.37,,,,,,,,
2026-06-26T14:21:34,2.011,idle,1,TP9+AF7+AF8+TP10,167.45,90.037,51.359,396.4,476.01,,,,,,,,
2026-06-26T14:21:35,3.015,idle,1,TP9+AF7+AF8+TP10,156.68,64.72,34.947,355.42,353,,,,,,,,
2026-06-26T14:21:36,4.018,idle,1,TP9+AF7+AF8+TP10,88.088,49.119,27.264,290.47,245.88,,,,,,,,
2026-06-26T14:21:37,5.028,idle,1,TP9+AF7+AF8+TP10,85.446,83.017,28.908,312.35,223.42,,,,,,,,
2026-06-26T14:21:39,6.037,idle,1,TP9+AF7+AF8+TP10,1376.9,515.67,185.23,426.93,405.31,,,,,,,,
2026-06-26T14:21:40,7.041,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:41,8.047,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:42,9.050,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:43,10.056,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:44,11.061,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:45,12.067,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:46,13.070,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:47,14.075,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:48,15.078,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:49,16.082,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:50,17.086,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:51,18.097,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:52,19.103,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:53,20.109,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:54,21.118,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:55,22.126,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:56,23.130,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:57,24.136,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:58,25.144,idle,0,,,,,,,,,,,,,,
2026-06-26T14:21:59,26.152,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:00,27.159,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:01,28.162,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:02,29.166,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:03,30.169,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:04,31.174,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:05,32.180,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:06,33.184,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:07,34.187,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:08,35.192,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:09,36.195,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:10,37.204,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:11,38.212,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:12,39.219,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:13,40.222,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:14,41.224,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:15,42.230,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:16,43.234,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:17,44.240,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:18,45.245,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:19,46.253,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:20,47.256,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:21,48.263,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:22,49.267,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:23,50.270,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:24,51.275,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:25,52.277,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:26,53.279,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:27,54.280,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:28,55.282,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:29,56.289,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:30,57.292,idle,0,,,,,,,,,,,,,,
2026-06-26T14:22:31,58.296,idle,0,,,,,,,,,,,,,,
