iso_time,t,phase,contact,used,delta,theta,alpha,beta,gamma,theta_z,alpha_z,beta_z,stress,attention,cognitive_load,difficulty,event
2026-06-26T11:25:26,12.130,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:27,13.136,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:28,14.143,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:29,15.148,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:30,16.156,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:31,17.165,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:32,18.171,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:33,19.179,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:34,20.186,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:35,21.190,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:36,22.195,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:37,23.201,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:38,24.207,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:39,25.213,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:40,26.222,idle,0,,,,,,,,,,,,,,
2026-06-26T11:25:41,27.286,idle,1,AF7+AF8,20613,1242.3,270.04,540.77,456.72,,,,,,,,
2026-06-26T11:25:42,28.292,idle,1,TP9+AF7+AF8,975.25,285.16,179.93,874.61,1534.6,,,,,,,,
2026-06-26T11:25:43,29.297,idle,1,TP9+AF7+AF8,345.91,145.64,61.708,431.89,691.67,,,,,,,,
2026-06-26T11:25:44,30.307,idle,1,TP9+AF7+AF8,147.71,115.79,26.013,266.57,299.82,,,,,,,,
2026-06-26T11:25:45,31.316,idle,1,TP9+AF7+AF8,520.4,251.76,37.159,184.92,221.49,,,,,,,,
2026-06-26T11:25:46,32.326,idle,1,TP9+AF7+AF8,598.68,206.57,34.906,172.45,209.92,,,,,,,,
2026-06-26T11:25:47,33.330,idle,1,TP9+AF7+AF8,240.24,73.617,21.046,101.1,204.18,,,,,,,,
2026-06-26T11:25:48,34.335,idle,1,TP9+AF7+AF8+TP10,64.901,46.555,27.203,180.95,328.28,,,,,,,,
2026-06-26T11:25:49,35.340,idle,1,TP9+AF7+AF8+TP10,3866,2606.6,1463.7,1006.8,905.89,,,,,,,,
2026-06-26T11:25:50,36.347,idle,1,TP9+AF7+AF8,53245,27791,10354,6590.2,1946.7,,,,,,,,
2026-06-26T11:25:51,37.358,idle,1,TP9+AF7+AF8,1.3114e+05,48302,21361,13919,4144.7,,,,,,,,
2026-06-26T11:25:52,38.368,idle,1,TP9+AF7+AF8,62929,18620,7550.7,6787.3,2132.9,,,,,,,,
