iso_time,t,phase,contact,used,delta,theta,alpha,beta,gamma,theta_z,alpha_z,beta_z,stress,attention,cognitive_load,difficulty,event
2026-06-26T16:36:40,0.005,baseline_rest,1,AF7+AF8,1408.3,579.59,675.38,2993.1,3187.2,,,,,,,,
2026-06-26T16:36:41,1.010,baseline_rest,1,AF7+AF8,1193.9,501.24,573.11,3123.4,3311.5,,,,,,,,
2026-06-26T16:36:42,2.019,baseline_rest,1,AF7+AF8,877.71,331.84,650.96,2605.3,3034.4,,,,,,,,
2026-06-26T16:36:43,3.025,baseline_rest,1,AF7+AF8,2236.2,1978.5,1100.6,2615,2983,,,,,,,,
2026-06-26T16:36:44,4.030,baseline_rest,1,AF7+AF8,12701,8125.9,1590.1,3677.8,3173,,,,,,,,
2026-06-26T16:36:45,5.035,baseline_rest,1,AF7+AF8,7666.9,5279.7,718.13,3392.4,3927,,,,,,,,
2026-06-26T16:36:46,6.040,baseline_rest,1,AF7+AF8,685.11,1028.1,570.63,3361.8,3425.2,,,,,,,,
2026-06-26T16:36:47,7.046,baseline_rest,1,AF7+AF8,1078.8,1366.4,740.64,2911.4,4126.8,,,,,,,,
2026-06-26T16:36:48,8.053,baseline_rest,1,AF7+AF8,707.47,976.55,707.57,2672.4,3919.1,,,,,,,,
2026-06-26T16:36:49,9.056,baseline_rest,1,AF7+AF8,5444.7,2984.3,1264.8,2359.3,2694.2,,,,,,,,
2026-06-26T16:36:50,10.062,baseline_rest,1,AF7+AF8,23257,14111,3544.4,3787,3350.6,,,,,,,,
2026-06-26T16:36:51,11.069,baseline_rest,1,AF7+AF8,27077,23026,4979.7,4181.9,3915.7,,,,,,,,
2026-06-26T16:36:52,12.077,baseline_rest,1,AF7+AF8,7445.9,6897,2383.7,1535.8,1851.8,,,,,,,,
2026-06-26T16:36:53,13.084,baseline_rest,1,AF7+AF8,1874.3,2655.9,1130.7,1027.1,934.5,,,,,,,,
2026-06-26T16:36:54,14.089,baseline_rest,1,AF7+AF8,28694,18109,7246.6,8826.6,1989.4,,,,,,,,
2026-06-26T16:36:55,15.095,baseline_rest,1,AF7+AF8,56476,34669,10076,11969,2916.5,,,,,,,,
2026-06-26T16:36:56,16.100,baseline_rest,1,AF7+AF8,23666,10747,1281.1,1375.4,1862.6,,,,,,,,
2026-06-26T16:36:57,17.107,baseline_rest,1,AF7+AF8,5277.1,631.12,86.372,554.46,1246.6,,,,,,,,
2026-06-26T16:36:58,18.113,baseline_rest,1,AF7+AF8,686.21,134.75,41.095,254.8,418.13,,,,,,,,
2026-06-26T16:36:59,19.121,baseline_rest,1,AF7+AF8,416.03,93.998,37.109,182.65,165.18,,,,,,,,
2026-06-26T16:37:00,20.130,baseline_rest,1,AF7+AF8,5831,2592.9,531.74,892.65,228.13,,,,,,,,
2026-06-26T16:37:01,21.136,idle,0,,,,,,,,,,,,,,
2026-06-26T16:37:02,22.142,idle,0,,,,,,,,,,,,,,
2026-06-26T16:37:03,23.151,baseline_active,0,,,,,,,,,,,,,,
2026-06-26T16:37:04,24.155,baseline_active,0,,,,,,,,,,,,,,
2026-06-26T16:37:05,25.161,baseline_active,0,,,,,,,,,,,,,,
2026-06-26T16:37:06,26.166,baseline_active,1,AF7,457.94,395.52,80.34,1393.3,1687.8,,,,,,,,
2026-06-26T16:37:07,27.172,baseline_active,1,AF7,201.5,289.41,75.798,1090,1348.2,,,,,,,,
2026-06-26T16:37:08,28.178,baseline_active,1,AF7,74.663,297.85,78.044,1022.7,1077.1,,,,,,,,
2026-06-26T16:37:09,29.181,baseline_active,1,AF7,87.012,248.46,62.81,873.13,838.35,,,,,,,,
2026-06-26T16:37:10,30.189,baseline_active,1,AF7,97.243,157.55,51.546,895.06,839.64,,,,,,,,
2026-06-26T16:37:11,31.195,baseline_active,1,AF7,175.37,328.66,168.77,694.86,877.71,,,,,,,,
2026-06-26T16:37:12,32.203,baseline_active,1,AF7,6925.3,354.77,391.35,774.51,948.29,,,,,,,,
2026-06-26T16:37:13,33.210,baseline_active,1,AF7,13675,225.4,388.98,458.36,373.28,,,,,,,,
2026-06-26T16:37:14,34.213,baseline_active,1,AF7,1780,57.003,44.243,124.01,77.057,,,,,,,,
2026-06-26T16:37:15,35.219,baseline_active,1,AF7+AF8,606.97,117.74,56.889,285.34,208.69,,,,,,,,
2026-06-26T16:37:16,36.225,baseline_active,1,AF7+AF8,823.89,198.96,36.343,189.69,158.8,,,,,,,,
2026-06-26T16:37:17,37.229,baseline_active,1,AF7+AF8,575.24,114.34,26.521,169.41,140.02,,,,,,,,
2026-06-26T16:37:18,38.235,baseline_active,1,AF7+AF8,957,118.5,29.558,199.4,158.2,,,,,,,,
2026-06-26T16:37:19,39.241,baseline_active,1,AF7+AF8,310.26,49.193,17.868,158.9,119.57,,,,,,,,
2026-06-26T16:37:20,40.247,baseline_active,1,AF7+AF8,211.03,47.456,20.701,104.04,85.152,,,,,,,,
2026-06-26T16:37:21,41.254,baseline_active,1,AF7+AF8,734.03,114.03,38.249,116.13,81.38,,,,,,,,
2026-06-26T16:37:22,42.257,baseline_active,1,AF7+AF8,281.71,41.654,28.643,134.43,85.661,,,,,,,,
2026-06-26T16:37:23,43.263,baseline_active,1,AF7+AF8,44.096,19.253,10.886,109.86,100.29,,,,,,,,
2026-06-26T16:37:24,44.270,baseline_active,1,AF7+AF8,55.406,16.275,12.056,99.631,103.15,,,,,,,,
2026-06-26T16:37:25,45.276,baseline_active,1,AF7+AF8,48.334,20.392,13.781,102.88,71.32,,,,,,,,
2026-06-26T16:37:26,46.280,baseline_active,1,AF7+AF8,623.66,108.75,45.884,129.21,175.77,,,,,,,,
2026-06-26T16:37:27,47.284,baseline_active,1,AF7+AF8,1143.5,263.14,69.507,208.03,344.64,,,,,,,,
2026-06-26T16:37:28,48.292,baseline_active,1,AF7+AF8,194.04,63.426,18.754,163.68,189.56,,,,,,,,
2026-06-26T16:37:29,49.299,baseline_active,1,AF7+AF8,27.809,19.322,10.582,112.93,94.509,,,,,,,,
2026-06-26T16:37:30,50.305,baseline_active,1,AF7+AF8,28.526,7.9213,10.443,87.397,74.525,,,,,,,,
2026-06-26T16:37:31,51.312,baseline_active,1,AF7+AF8,252.53,25.859,17.363,86.943,64.001,,,,,,,,
2026-06-26T16:37:32,52.318,baseline_active,1,AF7+AF8,830.95,90.033,44.24,92.89,67.039,,,,,,,,
2026-06-26T16:37:33,53.325,baseline_active,1,AF7+AF8,2124.6,296.52,95.505,148.78,115.61,,,,,,,,
2026-06-26T16:37:34,54.332,baseline_active,1,AF7+AF8,4017.1,1099,246.42,302.21,123.06,,,,,,,,
2026-06-26T16:37:35,55.340,baseline_active,1,AF7+AF8,1117.3,482.51,86.532,160.67,72.61,,,,,,,,
2026-06-26T16:37:36,56.342,baseline_active,1,AF7+AF8,90.147,39.96,18.334,85.032,60.883,,,,,,,,
2026-06-26T16:37:37,57.346,baseline_active,1,AF7+AF8,45.97,16.964,13.842,84.232,68.654,,,,,,,,
2026-06-26T16:37:38,58.351,baseline_active,1,AF7+AF8,37.527,13.782,12.644,83.226,73.068,,,,,,,,
2026-06-26T16:37:39,59.359,baseline_active,1,AF7+AF8,72.08,20.384,20.301,89.777,63.036,,,,,,,,
2026-06-26T16:37:40,60.363,baseline_active,1,AF7+AF8,109.67,26.402,22.154,91.038,56.647,,,,,,,,
2026-06-26T16:37:41,61.370,baseline_active,1,AF7+AF8,695.39,99.175,21.47,91.095,73.857,,,,,,,,
2026-06-26T16:37:42,62.377,baseline_active,1,AF7+AF8,5699.7,517.12,65.095,178.46,232.9,,,,,,,,
2026-06-26T16:37:43,63.385,baseline_active,1,AF7+AF8,3271.9,274.61,44.78,191.13,365.75,,,,,,,,
2026-06-26T16:37:44,64.392,baseline_active,1,AF7+AF8,147.38,30.296,19.255,149.79,230.8,,,,,,,,
2026-06-26T16:37:45,65.399,baseline_active,1,AF7+AF8,114.49,24.501,17.555,156.97,174.43,,,,,,,,
2026-06-26T16:37:46,66.404,baseline_active,1,AF7+AF8,30.362,17.31,13.393,128.54,98.756,,,,,,,,
2026-06-26T16:37:47,67.409,baseline_active,1,AF7+AF8,34.143,19.76,13.637,99.578,85.46,,,,,,,,
2026-06-26T16:37:48,68.413,baseline_active,1,AF7+AF8,164.17,19.388,14.454,100.88,73.202,,,,,,,,
2026-06-26T16:37:49,69.417,baseline_active,1,AF7+AF8,164.4,36.013,17.259,112.15,80.07,,,,,,,,
2026-06-26T16:37:50,70.424,baseline_active,1,AF7+AF8,457.26,100.22,15.477,103.78,64.366,,,,,,,,
2026-06-26T16:37:51,71.430,baseline_active,1,AF7+AF8,204.62,43.622,11.393,79.194,47.379,,,,,,,,
