iso_time,t,phase,contact,used,delta,theta,alpha,beta,gamma,theta_z,alpha_z,beta_z,stress,attention,cognitive_load,difficulty,event
2026-06-26T16:32:24,12.301,idle,0,,,,,,,,,,,,,,
2026-06-26T16:32:25,13.307,idle,0,,,,,,,,,,,,,,
2026-06-26T16:32:26,14.312,idle,0,,,,,,,,,,,,,,
2026-06-26T16:32:27,15.321,idle,0,,,,,,,,,,,,,,
2026-06-26T16:32:28,16.327,idle,0,,,,,,,,,,,,,,
2026-06-26T16:32:29,17.332,idle,0,,,,,,,,,,,,,,
2026-06-26T16:32:30,18.350,idle,1,AF7+AF8,13306,7946.5,1217.7,896.87,296.52,,,,,,,,
2026-06-26T16:32:31,19.355,idle,1,AF7+AF8,44.652,24.374,18.796,100.8,101,,,,,,,,
2026-06-26T16:32:32,20.359,idle,1,AF7+AF8,536.66,515.85,57.49,108.91,151.63,,,,,,,,
2026-06-26T16:32:33,21.366,idle,1,AF7+AF8,3439.7,3200,246.64,191.4,138.54,,,,,,,,
2026-06-26T16:32:34,22.374,idle,1,AF7+AF8,5504.5,2208.2,451.05,858.54,235.56,,,,,,,,
2026-06-26T16:32:35,23.380,idle,1,AF7+AF8,1.1776e+05,21421,7142.9,11083,1830.6,,,,,,,,
2026-06-26T16:32:36,24.386,idle,1,AF7,1.9735e+05,21649,8855.4,12851,1685.6,,,,,,,,
2026-06-26T16:32:37,25.387,idle,1,AF7,54796,11026,5895.3,4113.1,463.41,,,,,,,,
2026-06-26T16:32:38,26.395,idle,1,AF7,22013,11168,1979.2,4038.7,465.62,,,,,,,,
2026-06-26T16:32:39,27.404,idle,1,AF7+AF8,3973.2,3208.9,453.16,564.05,129.8,,,,,,,,
2026-06-26T16:32:40,28.409,idle,1,AF7+AF8,4071.9,1216.1,163.74,245.03,52.77,,,,,,,,
2026-06-26T16:32:41,29.418,idle,1,AF7+AF8,10340,1710.7,241.11,310.15,58.679,,,,,,,,
2026-06-26T16:32:42,30.425,idle,1,AF7+AF8,14314,1953.2,982.49,701.4,185.17,,,,,,,,
2026-06-26T16:32:43,31.431,idle,1,AF8,88978,37981,4787,4292.2,1733.8,,,,,,,,
2026-06-26T16:32:44,32.436,idle,1,AF8,1.4517e+05,1.1865e+05,12907,15037,4847.3,,,,,,,,
2026-06-26T16:32:45,33.446,idle,1,AF8,1.3578e+05,71341,22382,12864,2898.5,,,,,,,,
2026-06-26T16:32:46,34.452,idle,1,AF7+AF8,51810,17427,7212.6,3620.7,996.46,,,,,,,,
2026-06-26T16:32:47,35.457,idle,1,AF7+AF8,16376,5350.2,3542.9,3918.2,748.72,,,,,,,,
2026-06-26T16:32:48,36.463,idle,1,AF7+AF8,62161,26186,16188,22174,2450.4,,,,,,,,
2026-06-26T16:32:49,37.470,idle,1,AF7+AF8,31868,13405,6302.2,12494,1266.7,,,,,,,,
2026-06-26T16:32:50,38.474,idle,1,AF7+AF8,1653.5,237.73,48.37,412.25,139.02,,,,,,,,
2026-06-26T16:32:51,39.480,idle,1,AF7+AF8,378.79,28.893,13.929,113.25,89.475,,,,,,,,
2026-06-26T16:32:52,40.486,idle,1,AF7+AF8,76.403,45.899,15.891,113.1,110.18,,,,,,,,
2026-06-26T16:32:53,41.493,idle,1,AF7+AF8,50.297,34.279,19.102,105.93,100.45,,,,,,,,
2026-06-26T16:32:54,42.502,idle,1,AF7+AF8,68.351,49.945,24.609,123.61,149.03,,,,,,,,
2026-06-26T16:32:55,43.505,idle,1,AF7+AF8,315.73,62.571,21.691,195.12,394.07,,,,,,,,
2026-06-26T16:32:56,44.509,idle,1,AF7+AF8,500.48,77.355,26.117,275.8,904.37,,,,,,,,
2026-06-26T16:32:57,45.515,idle,1,AF7+AF8,97.633,28.793,16.96,222.42,559.34,,,,,,,,
2026-06-26T16:32:58,46.519,idle,1,AF7+AF8,57.229,28.856,11.253,167.27,249.08,,,,,,,,
2026-06-26T16:32:59,47.525,idle,1,AF7+AF8,129.6,40.508,15.676,160.05,173.87,,,,,,,,
2026-06-26T16:33:00,48.531,idle,1,AF7+AF8,33.565,9.5398,7.2776,128.47,122.75,,,,,,,,
2026-06-26T16:33:01,49.537,idle,1,AF7+AF8,78.443,13.747,11.353,106.75,88.923,,,,,,,,
2026-06-26T16:33:02,50.544,idle,1,AF7+AF8,27564,4828.2,2476.1,1347,785.86,,,,,,,,
2026-06-26T16:33:03,51.555,idle,1,AF7+AF8,84197,11847,5164.6,2782.7,1575,,,,,,,,
2026-06-26T16:33:04,52.559,idle,1,AF7+AF8,17566,1810.6,582.16,437.65,269.52,,,,,,,,
2026-06-26T16:33:05,53.563,idle,1,AF7+AF8,152.28,54.735,30.618,102.49,78.889,,,,,,,,
2026-06-26T16:33:06,54.569,idle,1,AF7+AF8,167.08,47.552,22.556,107.74,72.691,,,,,,,,
2026-06-26T16:33:07,55.570,idle,1,AF7+AF8,30.335,17.141,8.7507,92.775,55.615,,,,,,,,
2026-06-26T16:33:08,56.571,idle,1,AF7+AF8,20.48,17.753,12.553,67.588,40.312,,,,,,,,
2026-06-26T16:33:09,57.576,idle,1,AF7+AF8,8.9264,10.142,10.054,57.115,28.617,,,,,,,,
2026-06-26T16:33:10,58.580,idle,1,AF7+AF8,9.9516,11.113,11.712,66.558,37.144,,,,,,,,
2026-06-26T16:33:11,59.582,idle,1,AF7+AF8,25.077,18.302,13.281,62.711,36.418,,,,,,,,
2026-06-26T16:33:12,60.589,idle,1,AF7+AF8,27.703,25.334,19.769,67.158,75.781,,,,,,,,
2026-06-26T16:33:13,61.594,idle,1,AF7+AF8,32.535,29.763,27.063,112.72,167.9,,,,,,,,
