iso_time,t,phase,contact,used,delta,theta,alpha,beta,gamma,theta_z,alpha_z,beta_z,stress,attention,cognitive_load,difficulty,event
2026-06-26T17:22:40,12.020,idle,0,,,,,,,,,,,,,,
2026-06-26T17:22:41,13.031,idle,1,AF8,14691,1608.6,407.73,200.75,65.52,,,,,,,,
2026-06-26T17:22:42,14.033,idle,1,AF8,4394.9,544.39,131.38,101.74,49.127,,,,,,,,
2026-06-26T17:22:43,15.039,idle,1,AF8,988.08,199.62,34.802,51.352,35.707,,,,,,,,
2026-06-26T17:22:44,16.046,idle,1,AF8,341.71,90.088,11.536,27.905,22.997,,,,,,,,
2026-06-26T17:22:45,17.055,idle,1,AF8,406.49,60.555,21.786,24.131,20.767,,,,,,,,
2026-06-26T17:22:46,18.067,idle,1,AF8,2186,133.4,33.519,82.677,86.249,,,,,,,,
2026-06-26T17:22:47,19.074,idle,1,AF8,1650.8,126.46,28.461,94.192,72.714,,,,,,,,
2026-06-26T17:22:48,20.079,idle,1,AF8,91.31,27.005,13.857,36.311,18.69,,,,,,,,
2026-06-26T17:22:49,21.083,idle,1,AF7+AF8,96.361,183.37,32.649,413.45,465.19,,,,,,,,
2026-06-26T17:22:50,22.090,idle,1,AF7+AF8,76.318,172.19,41.742,311.74,457.96,,,,,,,,
2026-06-26T17:22:51,23.094,idle,1,AF7+AF8,72.152,180.31,29.552,358.92,377.23,,,,,,,,
2026-06-26T17:22:52,24.098,idle,1,AF7+AF8,40.737,118.86,27.465,307.31,390.01,,,,,,,,
2026-06-26T17:22:53,25.104,idle,1,AF7+AF8,58.338,92.343,27.173,271.51,337.76,,,,,,,,
2026-06-26T17:22:54,26.109,idle,1,AF7+AF8,120.64,79.681,21.909,284.48,328.48,,,,,,,,
2026-06-26T17:22:55,27.115,idle,1,AF7+AF8,136.33,153.04,32.714,275.13,391.46,,,,,,,,
2026-06-26T17:22:56,28.122,idle,1,AF7+AF8,366.92,398.9,64.563,306.26,473.27,,,,,,,,
2026-06-26T17:22:57,29.128,idle,1,AF7+AF8,1087,460.58,101.04,291.9,379.49,,,,,,,,
2026-06-26T17:22:58,30.136,idle,1,AF7+AF8,5610,573.79,195.9,341.13,352.32,,,,,,,,
2026-06-26T17:22:59,31.141,idle,1,AF7+AF8,50220,5982.9,1663.3,1011.8,864.1,,,,,,,,
2026-06-26T17:23:00,32.147,idle,1,AF7+AF8,82198,12943,4549.5,4252.1,1837.6,,,,,,,,
2026-06-26T17:23:01,33.153,idle,1,AF8,3.3546e+05,34877,7981.2,9976.7,438.93,,,,,,,,
2026-06-26T17:23:02,34.158,idle,1,AF8,2.9817e+05,70466,18816,8908.9,981.3,,,,,,,,
2026-06-26T17:23:03,35.163,idle,1,AF7+AF8,1.3674e+05,33910,8603.3,3916.7,417.24,,,,,,,,
2026-06-26T17:23:04,36.182,idle,1,AF7+AF8,24222,5088.8,737.23,309.99,84.458,,,,,,,,
2026-06-26T17:23:05,37.188,idle,1,AF7+AF8,2549.4,308.53,56.167,64.208,43,,,,,,,,
