iso_time,t,phase,contact,used,delta,theta,alpha,beta,gamma,theta_z,alpha_z,beta_z,stress,attention,cognitive_load,difficulty,event
2026-06-26T18:21:08,12.346,idle,0,,,,,,,,,,,,,,
2026-06-26T18:21:09,13.362,idle,1,AF7+AF8,6.8061,7.0567,5.8795,55.091,45.58,,,,,,,,
2026-06-26T18:21:10,14.364,idle,1,AF7+AF8,5.0228,5.8033,5.1659,60.068,39.072,,,,,,,,
2026-06-26T18:21:11,15.367,idle,1,AF7+AF8,6.3088,4.7398,4.6776,56.714,40.113,,,,,,,,
2026-06-26T18:21:12,16.372,idle,1,AF7+AF8,14.009,6.579,5.3498,53.819,42.798,,,,,,,,
2026-06-26T18:21:13,17.373,idle,1,AF7+AF8,70.7,15.044,14.514,55.509,37.719,,,,,,,,
2026-06-26T18:21:14,18.379,idle,1,AF7+AF8,67.713,19.346,14.068,76.858,38.912,,,,,,,,
2026-06-26T18:21:15,19.389,baseline_rest,1,AF7+AF8,94.213,33.871,14.096,68.963,33.018,,,,,,,,
2026-06-26T18:21:16,20.395,baseline_rest,1,AF7+AF8,65.872,18.835,10.02,61.237,28.83,,,,,,,,
2026-06-26T18:21:17,21.405,baseline_rest,1,AF7+AF8,113.83,23.759,9.5772,87.267,37.648,,,,,,,,
2026-06-26T18:21:18,22.414,baseline_rest,1,AF7+AF8,104.94,36.99,14.253,110.73,53.579,,,,,,,,
2026-06-26T18:21:19,23.420,baseline_rest,1,AF7+AF8,87.516,37.635,14.977,86.331,39.171,,,,,,,,
2026-06-26T18:21:20,24.423,baseline_rest,1,AF7+AF8,38.747,23.328,9.5603,65.959,26.127,,,,,,,,
2026-06-26T18:21:21,25.429,baseline_rest,1,AF7+AF8,37.776,21.927,7.956,60.83,26.456,,,,,,,,
2026-06-26T18:21:22,26.432,baseline_rest,1,AF7+AF8,5.5563,8.9303,5.1354,89.297,47.761,,,,,,,,
2026-06-26T18:21:23,27.438,baseline_rest,1,AF7+AF8,3.7525,5.7065,5.8257,118.32,60.312,,,,,,,,
2026-06-26T18:21:24,28.444,baseline_rest,1,AF7+AF8,3.3787,5.6584,7.9822,113.86,55.124,,,,,,,,
2026-06-26T18:21:25,29.449,baseline_rest,1,AF7+AF8,4.4772,6.5463,6.272,87.687,44.438,,,,,,,,
2026-06-26T18:21:26,30.451,baseline_rest,1,AF7+AF8,4.8346,5.4328,3.0393,58.904,31.292,,,,,,,,
2026-06-26T18:21:27,31.459,baseline_rest,1,AF7+AF8,4.7025,6.162,3.8946,55.799,36.498,,,,,,,,
2026-06-26T18:21:28,32.466,baseline_rest,1,AF7+AF8,5.7788,4.7696,5.8333,71.25,33.63,,,,,,,,
2026-06-26T18:21:29,33.471,baseline_rest,1,AF7+AF8,54.169,15.97,5.7439,68.105,36.932,,,,,,,,
2026-06-26T18:21:30,34.478,baseline_rest,1,AF7+AF8,54.559,15.519,4.969,57.983,38.412,,,,,,,,
2026-06-26T18:21:31,35.486,baseline_rest,1,AF7+AF8,6.0367,6.6925,3.5013,51.822,40.714,,,,,,,,
2026-06-26T18:21:32,36.491,baseline_rest,1,AF7+AF8,2.6158,6.3125,2.5408,71.831,53.4,,,,,,,,
2026-06-26T18:21:33,37.500,baseline_rest,1,AF7+AF8,2.7401,5.9409,3.0474,80.387,61.144,,,,,,,,
2026-06-26T18:21:34,38.503,baseline_rest,1,AF7+AF8,5.4368,4.603,4.1709,103.42,61.379,,,,,,,,
2026-06-26T18:21:35,39.507,idle,1,AF7+AF8,4.1639,4.2424,4.0389,106.07,50.462,,,,,,,,
2026-06-26T18:21:36,40.512,idle,1,AF7+AF8,5.0303,7.085,6.8175,114.75,73.199,,,,,,,,
2026-06-26T18:21:37,41.521,baseline_active,1,AF7+AF8,43.98,19.542,14.325,135.1,71.864,,,,,,,,
2026-06-26T18:21:38,42.528,baseline_active,1,AF7+AF8,62.368,27.312,17.022,116.84,88.135,,,,,,,,
2026-06-26T18:21:39,43.539,baseline_active,1,AF7+AF8,48.523,30.454,19.088,165.52,154.7,,,,,,,,
2026-06-26T18:21:40,44.545,baseline_active,1,AF7+AF8,42.604,32.611,17.149,173.53,107.66,,,,,,,,
2026-06-26T18:21:41,45.548,baseline_active,1,AF7+AF8,34.53,19.236,12.652,113.14,73.421,,,,,,,,
2026-06-26T18:21:42,46.558,baseline_active,1,AF7+AF8,19.063,13.825,9.3286,114.57,70.97,,,,,,,,
2026-06-26T18:21:43,47.564,baseline_active,1,AF7+AF8,35.966,14.993,16.268,161.07,99.025,,,,,,,,
2026-06-26T18:21:44,48.571,baseline_active,1,AF7+AF8,41.649,18.877,20.655,232.79,169.01,,,,,,,,
2026-06-26T18:21:45,49.576,baseline_active,1,AF7+AF8,12.092,11.172,8.4119,189.21,199.8,,,,,,,,
2026-06-26T18:21:46,50.578,baseline_active,1,AF7+AF8,19.922,13.697,11.692,159.37,135.64,,,,,,,,
