iso_time,t,phase,contact,used,delta,theta,alpha,beta,gamma,theta_z,alpha_z,beta_z,stress,attention,cognitive_load
2026-06-25T23:50:55,54.577,baseline_rest,1,TP9+AF7+AF8,48805,3683.5,1831.6,1066.4,662.47,,,,,,
2026-06-25T23:50:56,55.584,baseline_rest,1,AF7+AF8,1.3639e+05,10178,8695.1,3769.2,757.83,,,,,,
2026-06-25T23:50:57,56.594,baseline_rest,1,AF7+AF8,28217,6421.9,4235.2,3484.4,380.83,,,,,,
2026-06-25T23:50:58,57.601,baseline_rest,1,AF7+AF8,5768,2982.3,1746,1687.1,159.25,,,,,,
2026-06-25T23:50:59,58.602,baseline_rest,1,AF7+AF8,8639.3,1193.2,741.04,589.6,112.3,,,,,,
2026-06-25T23:51:00,59.606,baseline_rest,1,AF7+AF8,2370,282.02,261.76,212.63,58.803,,,,,,
2026-06-25T23:51:01,60.611,baseline_rest,1,AF7+AF8,119.38,76.174,38.103,37.01,21.348,,,,,,
2026-06-25T23:51:02,61.621,baseline_rest,1,AF7+AF8,108.94,44.965,26.177,26.459,18.234,,,,,,
2026-06-25T23:51:03,62.624,baseline_rest,1,AF7+AF8,130.65,40.811,15.198,24.97,18.516,,,,,,
2026-06-25T23:51:04,63.628,baseline_rest,1,AF7+AF8,113.07,45.159,12.081,20.088,15.209,,,,,,
2026-06-25T23:51:05,64.634,baseline_rest,1,AF7+AF8,756.32,141.64,27.72,36.584,18.627,,,,,,
2026-06-25T23:51:06,65.640,baseline_rest,1,AF7+AF8,1290.9,264.64,89.852,91.26,30.54,,,,,,
2026-06-25T23:51:07,66.646,baseline_rest,1,AF7+AF8,1213.3,573.49,237.62,187.89,48.218,,,,,,
2026-06-25T23:51:08,67.656,baseline_rest,1,AF7+AF8,928,266.76,121.54,77.059,24.861,,,,,,
2026-06-25T23:51:09,68.661,baseline_rest,1,AF7+AF8,743.48,76.074,34.881,25.672,16.198,,,,,,
2026-06-25T23:51:10,69.670,idle,1,AF7+AF8,164.63,30.821,13.782,17.062,13.18,,,,,,
2026-06-25T23:51:11,70.678,idle,1,AF7+AF8,33.432,14.402,8.3186,16.123,10.842,,,,,,
2026-06-25T23:51:12,71.688,baseline_active,1,AF7+AF8,45.183,12.656,5.2117,18.317,10.316,,,,,,
2026-06-25T23:51:13,72.697,baseline_active,1,AF7+AF8,111.28,18.687,6.5304,21.309,11.607,,,,,,
2026-06-25T23:51:14,73.704,baseline_active,1,AF7+AF8,51.914,13.058,7.9349,19.712,9.5993,,,,,,
2026-06-25T23:51:15,74.710,baseline_active,1,AF7+AF8,22.244,9.0408,5.6948,14.742,6.6688,,,,,,
2026-06-25T23:51:16,75.716,baseline_active,1,AF7+AF8,23.482,13.239,6.8255,13.787,11.447,,,,,,
2026-06-25T23:51:18,76.725,baseline_active,1,AF7+AF8,37.051,18.094,8.7302,14.275,15.963,,,,,,
2026-06-25T23:51:19,77.734,baseline_active,1,AF7+AF8,29.657,11.917,6.2087,12.403,11.006,,,,,,
2026-06-25T23:51:20,78.743,baseline_active,1,AF7+AF8,19.282,8.4731,5.1986,14.848,9.9895,,,,,,
2026-06-25T23:51:21,79.753,baseline_active,1,AF7+AF8,12.046,6.3555,4.6339,14.269,10.633,,,,,,
2026-06-25T23:51:22,80.762,baseline_active,1,AF7+AF8,11.996,5.3879,2.5032,11.356,8.9613,,,,,,
2026-06-25T23:51:23,81.772,baseline_active,1,AF7+AF8,14.236,8.9931,4.0416,14.904,7.945,,,,,,
2026-06-25T23:51:24,82.778,baseline_active,1,AF7+AF8,17.465,9.6283,4.6418,14.691,8.2032,,,,,,
2026-06-25T23:51:25,83.781,baseline_active,1,AF7+AF8,14.285,6.1055,3.49,14.579,10.015,,,,,,
2026-06-25T23:51:26,84.787,baseline_active,1,AF7+AF8,22.615,13.458,7.4791,19.727,14.293,,,,,,
2026-06-25T23:51:27,85.793,baseline_active,1,AF7+AF8,108.33,60.638,21.205,22.084,14.209,,,,,,
2026-06-25T23:51:28,86.816,baseline_active,1,AF7+AF8,77.986,41.09,14.78,17.729,12.136,,,,,,
2026-06-25T23:51:29,87.825,baseline_active,1,AF7+AF8,29.024,9.4389,6.6426,14.482,11.808,,,,,,
2026-06-25T23:51:30,88.835,baseline_active,1,AF7+AF8,71.146,18.497,10.273,19.544,11.185,,,,,,
2026-06-25T23:51:31,89.845,baseline_active,1,AF7+AF8,152.54,34.709,13.406,26.334,10.782,,,,,,
2026-06-25T23:51:32,90.855,baseline_active,1,AF7+AF8,49.438,13.172,5.9921,14.58,9.9575,,,,,,
2026-06-25T23:51:33,91.864,baseline_active,1,AF7+AF8,21.717,7.1986,4.7192,13.93,11.463,,,,,,
2026-06-25T23:51:34,92.874,baseline_active,1,AF7+AF8,33.846,14.028,7.1893,17.236,10.319,,,,,,
2026-06-25T23:51:35,93.881,baseline_active,1,AF7+AF8,19.73,9.3878,4.7875,19.202,9.7317,,,,,,
2026-06-25T23:51:36,94.882,baseline_active,1,AF7+AF8,30.567,13.494,5.8717,16.938,8.9317,,,,,,
2026-06-25T23:51:37,95.889,baseline_active,1,AF7+AF8,262.82,62.027,24.473,29.677,11.288,,,,,,
2026-06-25T23:51:38,96.896,baseline_active,1,AF7+AF8,403.28,104.24,28.442,34.311,17.325,,,,,,
2026-06-25T23:51:39,97.907,baseline_active,1,AF7+AF8,347.65,47.955,14.68,27.77,18.443,,,,,,
2026-06-25T23:51:40,98.917,baseline_active,1,AF7+AF8,101.02,13.627,7.1931,17.399,14.177,,,,,,
2026-06-25T23:51:41,99.926,baseline_active,1,AF7+AF8,44.364,7.0638,4.1687,12.7,8.5607,,,,,,
2026-06-25T23:51:42,100.935,baseline_active,1,AF7+AF8,29.972,9.8871,4.2218,9.4026,8.6525,,,,,,
2026-06-25T23:51:43,101.943,baseline_active,1,AF7+AF8,23.931,13.792,5.0396,9.7953,8.2808,,,,,,
2026-06-25T23:51:44,102.953,baseline_active,1,AF7+AF8,30.283,12.97,6.2678,13.085,11.943,,,,,,
2026-06-25T23:51:45,103.956,baseline_active,1,AF7+AF8,40.816,11.663,6.0038,15.038,10.333,,,,,,
2026-06-25T23:51:46,104.962,baseline_active,1,AF7+AF8,42.553,9.3814,5.5655,11.886,6.1277,,,,,,
2026-06-25T23:51:47,105.968,baseline_active,1,AF7+AF8,23.881,9.0204,6.3877,10.642,6.7945,,,,,,
2026-06-25T23:51:48,106.977,baseline_active,1,AF7+AF8,72.346,43.435,9.7068,13.952,11.218,,,,,,
2026-06-25T23:51:49,107.985,baseline_active,1,AF7+AF8,327.14,190.29,19.826,34.52,29.001,,,,,,
2026-06-25T23:51:50,108.998,baseline_active,1,AF7+AF8,403.46,97.902,39.058,41.434,21.789,,,,,,
2026-06-25T23:51:51,110.009,baseline_active,1,AF7+AF8,486.43,72.901,60.132,46.7,17.46,,,,,,
2026-06-25T23:51:52,111.018,baseline_active,1,AF7+AF8,236.99,87.751,43.324,49.742,19.152,,,,,,
2026-06-25T23:51:53,112.025,baseline_active,1,AF7+AF8,227.97,108.57,44.785,45.147,13.713,,,,,,
2026-06-25T23:51:54,113.035,baseline_active,1,AF7+AF8,100.09,50.876,19.302,21.75,9.7931,,,,,,
2026-06-25T23:51:55,114.040,baseline_active,1,AF7+AF8,68.879,55.701,11.273,21.039,11.505,,,,,,
2026-06-25T23:51:56,115.046,active,1,AF7+AF8,110.27,41.405,19.017,21.804,10.097,0.21343,0.054763,0.033631,0.49968,0.4973,0.51189
2026-06-25T23:51:57,116.052,active,1,AF7+AF8,52.742,15.541,16.798,21.635,8.4829,-0.34459,0.20534,0.11558,0.49837,0.53328,0.50227
2026-06-25T23:51:58,117.062,active,1,AF7+AF8,34.926,21.098,9.8085,22.257,9.8723,-0.22411,-0.23185,0.23691,0.53435,0.54774,0.50211
2026-06-25T23:51:59,118.071,active,1,AF7+AF8,33.501,23.667,7.2344,18.356,10.919,-0.17252,-0.3246,-0.085766,0.5338,0.54331,0.51225
2026-06-25T23:52:00,119.082,active,1,AF7+AF8,70.599,18.119,7.2993,20.273,20.208,-0.29366,-0.17419,0.20024,0.54152,0.55418,0.50899
2026-06-25T23:52:01,120.089,active,1,AF7+AF8,666.59,100.78,48.929,56.246,61.953,1.3906,3.1256,3.7417,0.56245,0.68016,0.4834
2026-06-25T23:52:02,121.095,active,1,AF7+AF8,18020,1203.7,676.48,262.48,78.079,24.005,103.66,24.543,0.49496,0.66657,0.42539
2026-06-25T23:52:03,122.104,active,1,AF7+AF8,1.6644e+05,11470,5677.8,1958.8,139.33,235.53,882.1,196.36,0.43556,0.58658,0.37434
2026-06-25T23:52:04,123.109,active,1,AF7+AF8,96697,9326.2,2866,1107,100.39,191.93,424.99,107.59,0.3833,0.51619,0.32942
2026-06-25T23:52:05,124.115,active,1,AF7+AF8,2600,606.8,61.666,70.764,37.367,11.924,3.9154,4.2391,0.47754,0.45677,0.72102
2026-06-25T23:52:06,125.121,active,1,AF7+AF8,109.18,49.102,11.167,33.282,42.67,0.3312,0.67219,1.5903,0.55869,0.57414,0.6894
2026-06-25T23:52:07,126.123,active,1,AF7+AF8,106.06,30.464,9.9715,28.493,35.952,-0.046085,0.67268,1.0558,0.55738,0.61027,0.656
2026-06-25T23:52:08,127.132,active,1,AF7+AF8,87.437,21.451,9.3841,27.525,25.85,-0.2316,0.60224,0.89374,0.55486,0.62635,0.62495
2026-06-25T23:52:09,128.142,active,1,AF7+AF8,85.939,29.827,9.0443,34.956,19.097,-0.064871,0.54223,1.6671,0.60415,0.67289,0.60092
2026-06-25T23:52:10,129.151,active,1,AF7+AF8,31.305,28.073,12.359,23.474,16.273,-0.084482,0.25513,0.34717,0.59304,0.65859,0.58373
2026-06-25T23:52:11,130.161,active,1,AF7+AF8,651.08,245.24,109.67,93.512,18.198,4.5617,4.872,4.6992,0.57928,0.64162,0.56904
2026-06-25T23:52:12,131.164,active,1,AF7+AF8,1736.5,396.35,136.66,142.99,34.503,7.7392,9.3741,8.7718,0.5608,0.63978,0.53751
2026-06-25T23:52:13,132.173,active,1,AF7+AF8,2802.8,271.06,102.93,121.03,55.856,4.9535,16.25,9.696,0.49787,0.80468,0.47343
2026-06-25T23:52:14,133.179,active,1,AF7+AF8,2177.1,267.31,107.24,92.254,51.274,4.9393,12.176,6.821,0.44584,0.79443,0.41975
2026-06-25T23:52:15,134.182,active,1,AF7+AF8,665.04,143.84,62.117,48.626,26.252,2.3435,7.0885,2.6242,0.40397,0.7633,0.37962
2026-06-25T23:52:16,135.185,active,1,AF7+AF8,68.789,20.019,11.313,19.126,15.295,-0.26391,0.51023,0.048459,0.42711,0.73638,0.3945
2026-06-25T23:52:17,136.191,active,1,AF7+AF8,451.5,37.762,16.151,31.647,25.529,0.10186,1.7596,1.1612,0.42695,0.72354,0.38363
2026-06-25T23:52:18,137.200,active,1,AF7+AF8,1648.7,205.27,48.99,69.548,67.387,3.5122,6.9235,4.2502,0.40068,0.70767,0.35604
2026-06-25T23:52:19,138.210,active,1,AF7+AF8,585.61,118.32,26.816,42.026,41.321,1.7593,1.942,2.0548,0.46873,0.68717,0.42872
2026-06-25T23:52:20,139.217,active,1,AF7+AF8,31.674,8.7143,4.8694,26.546,19.436,-0.49044,-0.57311,0.79475,0.58626,0.68335,0.47769
2026-06-25T23:52:21,140.226,active,1,AF7+AF8,28.262,9.5558,6.3406,22.436,15.915,-0.47615,0.038086,0.16935,0.57788,0.67095,0.47269
2026-06-25T23:52:22,141.232,active,1,AF7+AF8,48.607,12.634,6.8278,31.002,19.614,-0.41175,0.15733,0.87895,0.58469,0.66915,0.46749
2026-06-25T23:52:23,142.243,active,1,AF7+AF8,33.408,10.37,6.4491,32.004,30.608,-0.45875,-0.18127,0.97905,0.61854,0.67108,0.46724
2026-06-25T23:52:24,143.247,active,1,AF7+AF8,100.1,26.907,8.5816,35.197,23.73,-0.11827,-0.27243,1.0762,0.6449,0.66795,0.49845
2026-06-25T23:52:25,144.253,active,1,AF7+AF8,150.01,31.946,11.398,39.257,32.251,-0.0078958,0.1257,1.5548,0.6608,0.67876,0.49663
2026-06-25T23:52:26,145.257,active,1,AF7+AF8,107.93,23.836,11.54,47.126,36.916,-0.17222,0.05437,2.4825,0.72693,0.74575,0.49364
2026-06-25T23:52:27,146.264,active,1,AF7+AF8,111.29,16.641,10.172,43.052,42.783,-0.33311,0.35601,2.4433,0.73451,0.77848,0.48417
2026-06-25T23:52:28,147.273,active,1,AF7+AF8,67.976,21.758,10.522,38.157,38.677,-0.22506,0.3905,2.134,0.73098,0.77685,0.47691
2026-06-25T23:52:29,148.282,active,1,AF7+AF8,70.001,21.51,8.469,27.26,24.717,-0.23012,0.24222,1.0168,0.71474,0.76175,0.47263
2026-06-25T23:52:30,149.295,active,1,AF7+AF8,217.54,29.832,10.287,24.079,18.556,-0.065653,0.68125,0.66187,0.68868,0.74113,0.46484
2026-06-25T23:52:31,150.305,active,1,AF7+AF8,145.97,29.155,12.087,23.91,15.725,-0.084326,1.3331,0.61835,0.65543,0.72263,0.44864
2026-06-25T23:52:32,151.307,active,1,AF7+AF8,76.027,13.001,8.0922,27.698,13.588,-0.41113,0.33033,0.89694,0.64522,0.71486,0.44381
2026-06-25T23:52:33,152.313,active,1,AF7+AF8,117.72,34.281,10.395,48.124,47.073,0.026532,0.022775,2.5328,0.72499,0.75265,0.47781
2026-06-25T23:52:34,153.319,active,1,AF7+AF8,74.843,38.5,11.301,69.85,69.627,0.12677,0.1579,4.5241,0.82923,0.84114,0.48879
2026-06-25T23:52:35,154.325,active,1,AF7+AF8,47.051,11.764,8.8769,54.111,38.669,-0.43081,0.41872,3.0346,0.82418,0.84631,0.47758
2026-06-25T23:52:36,155.334,active,1,AF7+AF8,33.976,9.5789,7.2764,39.435,29.104,-0.47746,0.013936,1.3077,0.80404,0.82988,0.47293
2026-06-25T23:52:37,156.343,active,1,AF7+AF8,31.728,10.749,5.04,27.553,18.556,-0.45352,-0.39857,0.41251,0.77955,0.80309,0.48505
2026-06-25T23:52:38,157.353,active,1,AF7+AF8,24.092,11.787,5.2029,26.818,11.952,-0.42945,-0.35551,0.67366,0.76111,0.78286,0.48848
2026-06-25T23:52:39,158.361,active,1,AF7+AF8,439.62,52.79,23.482,48.882,42.37,0.431,3.2516,2.8366,0.72358,0.7812,0.4534
2026-06-25T23:52:40,159.371,active,1,AF7+AF8,2838.7,192.31,88.088,106.09,125.98,3.284,17.161,8.3369,0.63819,0.86807,0.39911
2026-06-25T23:52:41,160.381,active,1,AF7+AF8,2614.7,286.48,113.64,126.72,126.45,5.131,19.335,10.498,0.56303,0.90886,0.35131
2026-06-25T23:52:42,161.385,active,1,AF7+AF8,50545,16443,6357.4,2443.8,568.56,343.25,428.18,169.8,0.49547,0.7998,0.30916
2026-06-25T23:52:43,162.390,active,1,AF7+AF8,96317,32174,12580,6010.5,1211.5,676.5,777.39,410.8,0.43601,0.70382,0.27206
2026-06-25T23:52:44,163.396,active,1,AF7+AF8,13071,3702,1404.3,980.85,196.02,77.78,82.323,65.678,0.38372,0.61965,0.25063
2026-06-25T23:52:45,164.410,active,1,AF7+AF8,312.26,80.573,35.84,73.062,43.4,0.99702,3.4074,3.9111,0.49107,0.73451,0.24822
2026-06-25T23:52:46,165.420,active,1,AF7+AF8,156.37,69.908,28.479,50.79,22.689,0.81599,1.0843,2.19,0.57731,0.7262,0.3792
2026-06-25T23:52:47,166.429,active,1,AF7+AF8,123.42,65.399,21.049,41.24,17.49,0.71881,0.72091,1.5559,0.59265,0.71143,0.45152
2026-06-25T23:52:48,167.438,active,1,AF7+AF8,145.47,36.328,12.35,28.629,17.731,0.095432,0.10653,0.64576,0.58957,0.69426,0.47978
2026-06-25T23:52:49,168.449,active,1,AF7+AF8,93.382,24,14.064,71.989,32.563,-0.16631,0.25065,3.7196,0.74582,0.80251,0.47597
2026-06-25T23:52:50,169.454,active,1,AF7+AF8,90.066,17.868,11.213,94.385,44.178,-0.30711,-0.10428,5.2365,0.85948,0.88568,0.47581
2026-06-25T23:52:51,170.461,active,1,AF7+AF8,125.97,37.12,25.386,91.385,44.782,0.092335,2.9496,5.1256,0.8461,0.90945,0.44191
2026-06-25T23:52:52,171.467,active,1,AF7+AF8,145.25,40.496,25.529,76.977,36.599,0.16649,2.8474,4.1517,0.82347,0.90592,0.41378
2026-06-25T23:52:53,172.470,active,1,AF7+AF8,180.24,20.792,10.52,40.047,27.992,-0.24251,0.14361,1.5683,0.80517,0.88266,0.43664
2026-06-25T23:52:54,173.476,active,1,AF7+AF8,323.89,35.464,10.292,30.622,22.395,0.046742,0.020346,1.087,0.78418,0.852,0.47664
2026-06-25T23:52:55,174.489,active,1,AF7+AF8,108.68,27.092,9.3037,29.335,20.402,-0.12103,0.24097,1.0716,0.76236,0.82714,0.47402
2026-06-25T23:52:56,175.498,active,1,AF7+AF8,67.773,22.516,12.114,27.479,20.348,-0.21475,1.2174,0.96663,0.72712,0.8051,0.45653
2026-06-25T23:52:57,176.508,active,1,AF7+AF8,70.744,19.091,12.181,24.21,18.036,-0.27865,1.1894,0.62728,0.69149,0.78185,0.44067
2026-06-25T23:52:58,177.516,active,1,AF7+AF8,48.878,15.146,9.9557,17.918,12.946,-0.36386,0.27029,-0.026525,0.66406,0.75308,0.43835
2026-06-25T23:52:59,178.526,active,1,AF7+AF8,32.643,13.77,9.8782,17.523,11.155,-0.39152,-0.21378,-0.080648,0.64637,0.72736,0.46202
2026-06-25T23:53:00,179.536,active,1,AF7+AF8,46.351,9.3515,8.4572,19.522,19.01,-0.47853,-0.022902,0.15703,0.63151,0.70953,0.45977
2026-06-25T23:53:01,180.542,active,1,AF7+AF8,40.409,8.2852,6.76,20.704,18.787,-0.49984,-0.16149,0.29195,0.6225,0.69611,0.45954
2026-06-25T23:53:02,181.548,active,1,AF7+AF8,20.612,12.672,7.274,22.627,18.221,-0.40905,-0.24918,0.40323,0.6175,0.6846,0.47183
2026-06-25T23:53:03,182.554,active,1,AF7+AF8,21.774,14.514,6.1721,25.691,24.852,-0.37025,-0.46493,0.70576,0.63238,0.67821,0.49583
2026-06-25T23:53:04,183.564,active,1,AF7+AF8,20.86,8.1941,4.9831,21.8,25.602,-0.50023,-0.42424,0.261,0.62667,0.66811,0.49519
2026-06-25T23:53:05,184.574,active,1,AF7+AF8,128.99,17.28,23.533,34.964,44.988,-0.31372,2.9106,1.4282,0.5902,0.69021,0.45572
2026-06-25T23:53:06,185.583,active,1,AF7+AF8,156.28,39.731,23.843,46.389,48.15,0.14697,2.7984,2.7061,0.57799,0.74551,0.42622
2026-06-25T23:53:07,186.593,active,1,AF7+AF8,149.23,49.045,13.728,34.088,35.514,0.35497,0.98103,1.5876,0.57766,0.73397,0.42576
2026-06-25T23:53:08,187.603,active,1,AF7+AF8,81.251,31.099,9.1542,27.535,26.912,-0.011911,-0.0054989,0.75502,0.58743,0.71726,0.46982
2026-06-25T23:53:09,188.611,active,1,AF7+AF8,29.34,18.987,8.9553,32.859,25.513,-0.27519,-0.25489,1.3346,0.64828,0.71411,0.48641
2026-06-25T23:53:10,189.620,active,1,AF7+AF8,268.05,76.021,35.725,45.936,22.975,0.87247,3.0782,2.1121,0.61627,0.70644,0.45794
2026-06-25T23:53:11,190.626,active,1,AF7+AF8,587.72,161.89,64.782,65.043,27.07,2.5899,8.6786,4.0457,0.55309,0.70259,0.40844
2026-06-25T23:53:12,191.632,active,1,AF7+AF8,132.45,49.206,16.805,34.277,27.047,0.3253,1.3476,1.5188,0.54929,0.69567,0.40442
2026-06-25T23:53:13,192.638,active,1,AF7+AF8,12.504,14.267,7.0348,21.401,20.976,-0.37703,-0.072935,0.30367,0.549,0.6823,0.43901
2026-06-25T23:53:14,193.649,active,1,AF7+AF8,15.914,11.057,7.2981,21.563,20.1,-0.4434,0.056187,0.312,0.54696,0.67162,0.43887
2026-06-25T23:53:15,194.659,active,1,AF7+AF8,16.552,10.267,4.7515,21.794,18.002,-0.45753,-0.35378,0.33478,0.56992,0.66276,0.46777
2026-06-25T23:53:16,195.668,active,1,AF7+AF8,22.179,9.0663,6.1432,26.438,20.118,-0.48341,-0.11603,0.79273,0.59498,0.66175,0.46614
2026-06-25T23:53:17,196.678,active,1,AF7+AF8,19.381,9.0355,5.6103,23.27,24.787,-0.48505,-0.29119,0.41712,0.59409,0.65564,0.47193
2026-06-25T23:53:18,197.687,active,1,AF7+AF8,40.68,11.706,4.6058,25.389,27.61,-0.43112,-0.53907,0.55593,0.61777,0.65148,0.49687
2026-06-25T23:53:19,198.696,active,1,AF7+AF8,890.22,108.8,26.743,47.445,56.869,1.5664,3.2841,2.8065,0.59651,0.65133,0.47295
2026-06-25T23:53:20,199.703,active,1,AF7+AF8,2276.6,218.66,50.173,57.035,65.83,3.8239,7.1181,3.7236,0.54351,0.63167,0.43558
2026-06-25T23:53:21,200.707,active,1,AF7+AF8,457.63,46.608,15.043,32.234,26.14,0.2973,1.1311,1.2395,0.53991,0.62974,0.43098
2026-06-25T23:53:22,201.709,active,1,AF7+AF8,71.123,24.713,11.038,31.605,21.338,-0.15359,0.27707,1.255,0.58788,0.65338,0.44022
2026-06-25T23:53:23,202.719,active,1,AF7+AF8,92.008,14.55,6.4134,22.926,15.526,-0.37236,-0.30142,0.3916,0.58763,0.6463,0.47077
2026-06-25T23:53:25,203.730,active,1,AF7+AF8,154.46,20.837,6.1084,24.548,16.644,-0.25138,-0.16982,0.57206,0.59006,0.64092,0.48219
2026-06-25T23:53:26,204.739,active,1,AF7+AF8,56.26,13.678,6.0364,18.217,17.443,-0.39425,-0.20122,-0.08342,0.58102,0.62866,0.48143
2026-06-25T23:53:27,205.749,active,1,AF7+AF8,20.003,10.916,6.6496,15.311,17.224,-0.4475,-0.14498,-0.36631,0.56798,0.61444,0.47913
2026-06-25T23:53:28,206.757,active,1,AF7+AF8,16.098,10.259,6.6686,18.995,17.172,-0.46086,-0.19974,-0.025293,0.56244,0.60722,0.47773
2026-06-25T23:53:29,207.764,active,1,AF7+AF8,19.765,12.538,7.987,26.507,18.831,-0.41802,0.16714,0.78117,0.57067,0.63023,0.47168
2026-06-25T23:53:30,208.771,active,1,AF7+AF8,34.283,17.54,6.6922,23.324,17.546,-0.30547,-0.14057,0.46377,0.57325,0.626,0.47631
2026-06-25T23:53:31,209.773,active,1,AF7+AF8,113.65,51.681,11.395,21.842,16.536,0.43228,-0.36572,0.16193,0.57233,0.60683,0.54959
2026-06-25T23:53:32,210.779,active,1,AF7+AF8,116.93,32.186,11.114,14.72,13.285,0.013925,-0.33811,-0.54727,0.56052,0.58565,0.54891
2026-06-25T23:53:33,211.787,active,1,AF7+AF8,23.443,9.7447,6.4711,18.685,12.744,-0.46969,-0.51223,-0.12929,0.55898,0.58046,0.54368
