iso_time,t,phase,contact,used,delta,theta,alpha,beta,gamma,theta_z,alpha_z,beta_z,stress,attention,cognitive_load
2026-06-25T23:53:34,212.795,active,1,AF7+AF8,39.904,20.864,9.0322,18.006,10.012,-0.2459,0.20781,-0.12357,0.54694,0.57264,0.53166
2026-06-25T23:53:35,213.804,active,1,AF7+AF8,118.28,29.27,11.525,12.471,13.045,-0.07591,0.93304,-0.69508,0.51815,0.55471,0.51304
2026-06-25T23:53:36,214.814,active,1,AF7+AF8,197.56,29.136,12.18,13.319,18.381,-0.076365,0.639,-0.60735,0.49786,0.54023,0.50086
2026-06-25T23:53:37,215.822,active,1,AF7+AF8,548.46,175.17,22.355,24.782,14.571,2.8843,1.2695,0.5467,0.48739,0.50385,0.61527
2026-06-25T23:53:38,216.832,active,1,AF7+AF8,651.85,304.96,29.647,33.125,11.562,5.5032,2.4596,1.2847,0.47177,0.45637,0.73859
2026-06-25T23:53:39,217.837,active,1,AF7+AF8,160.26,61.719,15.105,21.237,12.759,0.59281,0.78811,0.029761,0.46392,0.45322,0.70703
2026-06-25T23:53:40,218.840,active,1,AF7+AF8,200.09,26.385,8.7264,18.737,14.149,-0.11472,-0.082758,-0.11838,0.4829,0.48101,0.68171
2026-06-25T23:53:41,219.846,active,1,AF7+AF8,153.83,45.072,16.647,19.55,14.177,0.27908,0.33086,-0.069422,0.47896,0.47808,0.65913
2026-06-25T23:53:42,220.856,active,1,AF7+AF8,553.31,181.97,41.978,30.229,13.723,3.0656,4.293,0.86775,0.43983,0.4507,0.62218
2026-06-25T23:53:43,221.866,active,1,AF7+AF8,2083.7,761.85,141.24,108.82,41.016,14.546,25.915,9.0251,0.38707,0.40376,0.54792
2026-06-25T23:53:44,222.876,active,1,AF7+AF8,1112.2,568.48,135.65,138.05,69.446,10.75,22.937,11.814,0.34108,0.53947,0.48244
2026-06-25T23:53:45,223.883,active,1,AF7+AF8,323.5,141.15,46.51,46.59,23.655,2.2339,6.0287,2.4276,0.31717,0.53764,0.4402
2026-06-25T23:53:46,224.893,active,1,AF7+AF8,503.18,142.3,69.397,50.608,25.556,2.253,8.0016,2.7254,0.28712,0.55033,0.39379
2026-06-25T23:53:47,225.903,active,1,AF7+AF8,815.59,265.67,85.091,75.24,35.226,4.7451,13.861,5.3854,0.25437,0.56775,0.34778
2026-06-25T23:53:48,226.911,active,1,AF7+AF8,1272.9,720.95,272.22,229.09,56.923,14.125,43.462,19.589,0.22385,0.79043,0.30604
2026-06-25T23:53:49,227.915,active,1,AF7+AF8,1852.3,1029.4,283.06,217.63,52.255,20.051,40.481,18.287,0.19699,0.7307,0.26932
2026-06-25T23:53:50,228.919,active,1,AF7+AF8,1670.3,655.04,254.29,131.86,54.357,12.609,27.73,10.069,0.17337,0.66934,0.23707
2026-06-25T23:53:51,229.921,active,1,AF7+AF8,1816.2,501.44,143.58,107.7,49.714,9.5186,21.116,8.5732,0.15279,0.63509,0.20898
2026-06-25T23:53:52,230.930,active,1,AF7+AF8,1578.5,470.8,118.97,92.174,40.217,8.922,17.316,6.6095,0.13502,0.5876,0.18568
2026-06-25T23:53:53,231.940,active,1,AF7+AF8,6393.4,2553.2,696.43,382.85,72.05,53.637,48.101,28.361,0.11882,0.51709,0.63882
2026-06-25T23:53:54,232.946,active,1,AF7+AF8,9898.4,5270.9,1219.9,743.95,186.63,112.2,73.058,52.806,0.10457,0.45504,0.85553
2026-06-25T23:53:55,233.953,active,1,AF7+AF8,2755.5,1517.4,331.24,229.96,86.412,31.846,19.002,14.948,0.11167,0.40046,0.94124
2026-06-25T23:53:56,234.959,active,1,AF7+AF8,742.95,263.12,42.509,173.53,348.59,2.2798,2.2084,2.9256,0.39789,0.5082,0.88936
2026-06-25T23:53:57,235.969,active,1,AF7+AF8,1738.7,331.04,82.935,168.35,292.54,2.9417,6.6407,4.5627,0.3815,0.61861,0.79895
2026-06-25T23:53:58,236.972,active,1,AF7+AF8,6551.8,1124.7,354.95,521.22,306.09,19.562,23.178,32.172,0.74599,0.84635,0.71998
2026-06-25T23:53:59,237.978,active,1,AF7+AF8,19478,3817.4,1501.8,1903.4,533.23,94.183,84.352,158.83,0.8984,0.93854,0.88362
2026-06-25T23:54:00,238.983,active,1,AF7+AF8,15095,4574.9,1678.6,1552.7,295.18,97.7,73.368,101.92,0.95936,0.93296,0.95345
2026-06-25T23:54:01,239.990,active,1,AF7+AF8,11928,5144.7,1036.9,982.88,225.66,110.09,45.337,63.961,0.98369,0.82101,0.98138
2026-06-25T23:54:02,240.997,active,1,AF7+AF8,3714,1577.5,346.2,420.81,89.935,33.272,16.804,26.846,0.98954,0.72713,0.99239
2026-06-25T23:54:03,242.003,active,1,AF7+AF8,3052.4,2519.2,1155.9,677.56,143.96,53.376,55.265,45.071,0.87153,0.64173,0.9069
2026-06-25T23:54:04,243.009,active,1,AF7+AF8,24777,10946,5855.4,2540.1,485.48,234.22,275.08,171.71,0.76694,0.56472,0.79807
2026-06-25T23:54:05,244.020,active,1,AF7+AF8,39825,8123.1,4160.9,2177.3,358.28,173.99,188.86,145.86,0.67491,0.49696,0.70237
2026-06-25T23:54:06,245.031,active,1,AF7+AF8,42762,16606,5785.2,2889.8,374.35,357.04,244.95,191.27,0.59392,0.43732,0.88095
2026-06-25T23:54:07,246.036,active,1,AF7+AF8,25508,10104,3302.8,1773.1,298.38,216.92,143.05,117.2,0.52265,0.38484,0.95238
2026-06-25T23:54:08,247.042,active,1,AF7+AF8,4854.8,989.63,359.8,318.79,67.867,20.343,35.907,23.247,0.46015,0.64011,0.83814
2026-06-25T23:54:09,248.045,active,1,AF7+AF8,1006.9,192.59,106.74,120.68,31.428,3.3508,13.219,8.3113,0.41443,0.80969,0.73842
2026-06-25T23:54:10,249.051,active,1,AF7+AF8,806.5,155.12,110.32,105.92,38.681,2.6565,4.7506,5.9007,0.54973,0.82493,0.68099
2026-06-25T23:54:11,250.061,active,1,AF7+AF8,1817.4,695.54,150.71,451.76,320.46,16.015,7.3502,27.947,0.81987,0.92844,0.86462
2026-06-25T23:54:12,251.064,active,1,AF7+AF8,3644.3,978.32,379.2,1048.2,374.77,26.884,20.715,86.146,0.92795,0.97137,0.91959
2026-06-25T23:54:13,252.071,active,1,AF7+AF8,2831.3,1480.2,529.52,1029.2,465.5,43.647,29.072,84.449,0.97118,0.98855,0.96742
2026-06-25T23:54:14,253.081,active,1,AF7+AF8,3270.9,1118.9,686.89,936.85,486.02,29.165,40.183,76.637,0.98847,0.99542,0.85182
2026-06-25T23:54:15,254.091,active,1,AF7+AF8,16245,2464.5,2111.9,1092.9,378.15,52.332,91.318,71.365,0.86986,0.99812,0.7496
2026-06-25T23:54:16,255.097,active,1,AF7+AF8,23321,3665.5,1837.4,691.16,221.13,78.249,78.648,45.199,0.76548,0.87835,0.71367
2026-06-25T23:54:17,256.103,active,1,AF7+AF8,22514,4480.2,3349.6,809.96,382.82,95.731,143.13,53.615,0.67362,0.77295,0.62803
2026-06-25T23:54:18,257.107,active,1,AF7+AF8,33382,8105,4624.5,1002.8,469.98,173.84,198.46,66.586,0.59279,0.68019,0.55267
2026-06-25T23:54:19,258.113,active,1,AF7+AF8,64538,7257.2,3979.1,1473.2,367.71,155.62,172.36,98.144,0.52165,0.59857,0.48637
2026-06-25T23:54:20,259.122,active,1,AF7+AF8,32931,3862.6,2115.1,1010.7,196.47,82.494,91.906,67.257,0.45905,0.5268,0.42908
2026-06-25T23:54:21,260.127,active,1,AF7+AF8,6805.2,3558.2,1579.1,1094.8,239.73,75.955,65.867,71.768,0.75379,0.47675,0.76779
2026-06-25T23:54:22,261.133,active,1,AF7+AF8,2549.2,3747.2,2041.7,1977.7,275.94,80.037,85.134,129.93,0.90151,0.7907,0.68436
2026-06-25T23:54:23,262.144,active,1,AF7+AF8,4691.7,1699.1,1397.5,1264.1,190.47,35.909,58.421,82.665,0.9606,0.91628,0.60224
2026-06-25T23:54:24,263.150,active,1,AF7+AF8,3266.8,418.8,333.68,251.32,77.305,8.3239,13.565,15.642,0.93396,0.95145,0.53811
2026-06-25T23:54:25,264.156,active,1,AF7+AF8,1318.4,252.99,31.953,82.075,48.002,4.7365,1.2725,4.551,0.92237,0.89449,0.72504
2026-06-25T23:54:26,265.161,active,1,AF7+AF8,1199.9,310.68,83.394,81.167,33.72,5.8275,8.6093,4.9581,0.82834,0.83431,0.66195
2026-06-25T23:54:27,266.167,active,1,AF7+AF8,1828,678.9,119.62,115.36,48.397,13.817,8.8806,7.0378,0.7631,0.73811,0.81791
2026-06-25T23:54:28,267.172,active,1,AF7+AF8,17610,4662.9,624.85,1021.8,265.34,99.603,33.751,68.654,0.90524,0.64954,0.92716
2026-06-25T23:54:29,268.178,active,0,,,,,,,,,,,,
2026-06-25T23:54:30,269.185,active,0,,,,,,,,,,,,
2026-06-25T23:54:31,270.186,active,0,,,,,,,,,,,,
2026-06-25T23:54:32,271.191,active,1,AF7,20683,8511.4,2939.6,3733.7,542.68,182.52,122.63,245.28,0.9621,0.85982,0.97086
2026-06-25T23:54:33,272.200,active,1,AF7+AF8,2174.2,1717,848.31,638.31,177.87,34.433,174.96,58.668,0.84664,0.94392,0.85436
2026-06-25T23:54:34,273.209,active,1,AF7+AF8,2159.7,924.88,382.36,468.04,92.876,18.45,71.896,38.628,0.74505,0.97754,0.75184
2026-06-25T23:54:35,274.215,active,1,AF7+AF8,1537.5,542.59,290.76,314.55,76.972,10.474,49.024,23.666,0.65564,0.9902,0.66162
2026-06-25T23:54:36,275.221,active,1,AF7+AF8,4463.5,2551.2,1098,1887,304.1,52.326,170.43,140.26,0.57696,0.99608,0.58222
2026-06-25T23:54:37,276.224,active,1,AF7+AF8,8666.9,3127.5,1093.3,2510.8,509.73,64.225,145.06,184.08,0.83079,0.99843,0.51236
2026-06-25T23:54:38,277.235,active,1,AF7+AF8,8386.9,2478.4,1143.3,690.64,257.14,51.994,92.079,55.253,0.73109,0.97895,0.45087
2026-06-25T23:54:39,278.244,active,1,AF7+AF8,6975.3,2167.7,1078.5,540.53,199.72,45.621,83.577,41.75,0.64336,0.87662,0.39677
2026-06-25T23:54:40,279.253,active,1,AF7+AF8,1627.6,398.6,336.92,350.74,131.73,7.5162,67.448,28.235,0.56616,0.95063,0.34916
2026-06-25T23:54:41,280.261,active,1,AF7+AF8,1312.5,425.46,259.66,397.81,138.86,7.9442,55.736,33.379,0.49822,0.98025,0.30726
2026-06-25T23:54:42,281.265,active,1,AF7+AF8,2765.5,766.72,419.36,579.46,146.2,15.137,80.948,52.722,0.43843,0.9921,0.27039
2026-06-25T23:54:43,282.267,active,1,AF7+AF8,23146,3650.8,879.69,694.92,191.32,75.631,148.79,61.359,0.38582,0.87314,0.23794
2026-06-25T23:54:44,283.272,active,1,AF7+AF8,32207,4117.7,727.57,783.88,193.68,84.769,107.67,69.734,0.33952,0.76843,0.20939
2026-06-25T23:54:45,284.277,active,1,AF7+AF8,14641,5559.8,1117.8,1270.6,340.21,111.42,201.43,122.9,0.29878,0.90545,0.18426
2026-06-25T23:54:46,285.283,active,1,AF7+AF8,6725.5,6126.5,1179.3,1120.4,395.52,121.67,255.26,112.72,0.26293,0.79814,0.16215
2026-06-25T23:54:47,286.287,active,1,AF7+AF8,8579.8,3190.9,1504.2,1350.5,299.02,64.134,320.72,129.97,0.23138,0.91926,0.14269
2026-06-25T23:54:48,287.297,active,1,AF7+AF8,7575.5,1214.3,903.13,1098.6,276.62,24.06,180.11,106.91,0.20361,0.9677,0.12557
2026-06-25T23:54:49,288.306,active,1,AF7+AF8,5186.9,2191.8,964.99,1394.1,971.14,22.947,225.09,127.17,0.17918,0.98708,0.1105
2026-06-25T23:54:50,289.317,active,1,AF7+AF8,2327.4,1030.1,859.94,1033,743.9,14.314,287.74,106.51,0.15768,0.99483,0.097241
2026-06-25T23:54:51,290.328,active,1,AF7+AF8,1267.4,733.21,268.12,559.61,450.6,7.0509,60.872,37.546,0.13876,0.99793,0.085572
2026-06-25T23:54:52,291.334,active,1,AF7+AF8,2210.2,829.33,308.25,798.08,505.91,6.6209,49.099,69.562,0.65548,0.99917,0.075303
2026-06-25T23:54:53,292.344,active,1,AF7+AF8,3393.1,521.55,404.46,877.64,457.49,7.3779,87.963,73.876,0.57693,0.99967,0.066267
2026-06-25T23:54:54,293.350,active,1,AF7+AF8,1847.3,976.04,711.36,888.09,606.74,19.267,222.63,91.799,0.5077,0.99987,0.058315
2026-06-25T23:54:55,294.356,active,1,AF7+AF8,2556.4,1556.5,1253.4,1826.1,1451.5,28.929,400.78,236.86,0.44677,0.99995,0.051317
2026-06-25T23:54:56,295.365,active,1,AF7+AF8,1861.1,648.46,885.54,1651.6,701.04,12.505,199.45,178.39,0.39316,0.99998,0.045159
2026-06-25T23:54:57,296.371,active,1,AF7+AF8,1279,480.98,337.51,708.64,281.54,9.0317,67.995,73.402,0.7196,0.99999,0.03974
2026-06-25T23:54:58,297.391,active,1,AF7+AF8,3427.9,940.83,625.78,1122.6,542.49,18.174,126.8,117.01,0.63414,1,0.034971
2026-06-25T23:54:59,298.400,active,1,AF7+AF8,4210.2,1534.5,829.49,790.95,271.62,30.829,114.24,74.757,0.55804,1,0.030775
2026-06-25T23:55:00,299.409,active,1,AF7+AF8,1416.9,814.01,452.44,414.98,127,16.099,69.509,36.653,0.49108,0.99999,0.027082
2026-06-25T23:55:01,300.416,active,1,AF7+AF8,536.39,324.5,266.46,355.59,124.21,5.9724,54.54,31.258,0.43215,1,0.023832
2026-06-25T23:55:02,301.423,active,1,AF7+AF8,803.75,393.19,303.69,531.16,190.82,7.4625,63.111,50.305,0.38049,1,0.020972
2026-06-25T23:55:03,302.426,active,1,AF7+AF8,2857.7,1078.8,366.19,769.18,793.01,7.7729,38.329,31.759,0.33916,1,0.018455
2026-06-25T23:55:04,303.431,active,1,AF7+AF8,1376.6,856.54,301.63,792.29,649.39,11.925,44.893,34.995,0.29931,1,0.016241
2026-06-25T23:55:05,304.437,active,1,AF7+AF8,2104.6,1186.4,431.77,871.55,585.58,23.497,61.528,52.526,0.26471,1,0.014292
2026-06-25T23:55:06,305.447,active,1,AF7+AF8,2706.3,1055.6,372.05,727.78,681.34,16.578,43.939,35.912,0.23507,0.99999,0.012577
2026-06-25T23:55:07,306.457,active,1,AF7+AF8,1096.8,903.64,334.81,598.37,682.65,12.379,39.685,27.945,0.2072,0.99994,0.011068
2026-06-25T23:55:08,307.464,active,1,AF7+AF8,620.05,438.17,156.34,445.1,711.05,4.2571,20.245,15.618,0.19314,0.99954,0.0097803
2026-06-25T23:55:09,308.474,active,1,AF7+AF8,885.73,648.32,292.81,286.74,80.91,12.404,63.497,27.187,0.16996,0.99952,0.0086066
2026-06-25T23:55:10,309.481,active,1,AF7+AF8,5666,2568.1,650.3,563.4,135,50.681,148.74,55.537,0.14957,0.98985,0.0075738
2026-06-25T23:55:11,310.488,active,1,AF7+AF8,11498,2158.9,452.74,377.06,142.94,42.358,98.815,34.629,0.13162,0.87354,0.006665
2026-06-25T23:55:12,311.492,active,1,AF7+AF8,2400.3,415.91,144.49,210.51,123.54,7.6925,22.692,16.113,0.12014,0.94064,0.0059315
2026-06-25T23:55:13,312.497,active,1,AF7+AF8,1462,417.51,207.3,273.87,98.019,7.7876,42.54,22.666,0.10572,0.9759,0.0052197
2026-06-25T23:55:14,313.503,active,1,AF7+AF8,701.84,359.82,259.31,297.2,84.683,6.6653,55.14,25.366,0.093038,0.99031,0.0045934
2026-06-25T23:55:15,314.514,active,1,AF7+AF8,1279.5,337.5,191.64,253.36,97.971,6.2615,35.377,21.007,0.081964,0.99575,0.0040422
2026-06-25T23:55:16,315.525,active,1,AF7+AF8,5318.3,886.48,269.11,405.98,129.18,17.495,37.323,33.784,0.12014,0.99812,0.0035631
2026-06-25T23:55:17,316.533,active,1,AF7+AF8,2411,697.86,180.68,218.3,73.006,13.451,35.209,18.6,0.10575,0.98986,0.0031378
2026-06-25T23:55:18,317.543,active,1,AF7+AF8,466.12,253.86,112.76,140.32,52.415,4.422,25.101,11.553,0.093201,0.98777,0.0027651
2026-06-25T23:55:19,318.552,active,1,AF7+AF8,660.66,364.41,222.44,169.57,57.119,6.5835,51.613,15.166,0.082017,0.98762,0.0024333
2026-06-25T23:55:20,319.559,active,1,AF7+AF8,559.55,395.04,278.43,171.22,58.055,7.1912,65.11,16.013,0.072175,0.98785,0.0021413
2026-06-25T23:55:21,320.566,active,1,AF7+AF8,391.24,159.97,129.37,136.65,47.539,2.5297,27.43,12.24,0.063574,0.9905,0.0018848
2026-06-25T23:55:22,321.572,active,1,AF7+AF8,1099.1,381.5,314.72,329.7,116.54,6.9981,72.367,31.88,0.055945,0.9962,0.0016586
2026-06-25T23:55:23,322.574,active,1,AF7+AF8,858.55,442.64,308.26,262.65,112.88,8.2519,71.865,23.858,0.049232,0.99823,0.0014596
2026-06-25T23:55:24,323.584,active,1,AF7+AF8,382.8,191.65,163.36,199.37,88.965,3.1791,36.308,17.36,0.043333,0.99879,0.0012845
2026-06-25T23:55:25,324.593,active,1,AF7+AF8,351.39,331.53,202.19,243.52,80.699,5.9432,44.862,21.59,0.038134,0.99928,0.0011303
2026-06-25T23:55:26,325.606,active,1,AF7+AF8,272.06,222.1,96.95,188.29,50.24,3.7734,18.661,15.077,0.10096,0.99894,0.0010649
2026-06-25T23:55:27,326.616,active,1,AF7+AF8,465.1,205.56,72.717,174.39,60.785,3.4683,12.403,14.108,0.46104,0.99849,0.0072347
2026-06-25T23:55:28,327.626,active,1,AF7+AF8,515.71,316.54,116.31,233.57,84.333,5.9295,16.372,17.802,0.58732,0.99835,0.0070112
2026-06-25T23:55:29,328.636,active,1,AF7+AF8,733.76,957.66,240.54,366.88,105.2,19.508,29.817,29.044,0.56539,0.99754,0.0068586
2026-06-25T23:55:30,329.645,active,1,AF7+AF8,747.88,1080.1,233.56,320.86,72.023,21.436,43.059,26.939,0.49758,0.99063,0.006038
2026-06-25T23:55:31,330.650,active,1,AF7+AF8,444.85,460.59,135.75,206.8,53.292,8.5561,28.17,16.126,0.43816,0.98909,0.00532
2026-06-25T23:55:32,331.656,active,1,AF7+AF8,583.46,317.16,152.03,194.46,60.201,5.7124,31.404,14.25,0.3856,0.98874,0.004682
2026-06-25T23:55:33,332.664,active,1,AF7+AF8,342.43,122.43,84.025,195.6,47.924,1.8364,17.02,14.406,0.36489,0.99438,0.0041806
2026-06-25T23:55:34,333.672,active,1,AF7+AF8,335.1,124.29,94.747,205.61,49.37,1.8813,19.626,15.52,0.33475,0.9971,0.0036958
2026-06-25T23:55:35,334.682,active,1,AF7+AF8,539.06,175.57,88.425,145.62,48.777,2.8592,14.965,10.863,0.30826,0.99529,0.0035338
2026-06-25T23:55:36,335.690,active,1,AF7+AF8,643.41,183.43,56.686,133.34,45.17,3.0412,8.7282,9.6805,0.49341,0.99167,0.034425
2026-06-25T23:55:37,336.696,active,1,AF7+AF8,318.63,149.78,59.745,143.34,46.644,2.3648,10.899,10.528,0.48865,0.99068,0.031953
2026-06-25T23:55:38,337.706,active,1,AF7+AF8,637.64,416.85,115.36,212.09,62.957,7.6819,22.36,17.982,0.4421,0.99281,0.028197
2026-06-25T23:55:39,338.716,active,1,AF7+AF8,724.54,368.83,241.29,264.88,74.178,6.763,48.194,21.945,0.38905,0.99682,0.024813
2026-06-25T23:55:40,339.718,active,1,AF7+AF8,661.32,383.35,190.11,213.3,46.874,7.1271,34.905,16.199,0.34237,0.99593,0.021836
2026-06-25T23:55:42,340.723,active,1,AF7+AF8,8846.9,526.14,382.05,345.63,90.186,9.9865,73.364,29.828,0.30129,0.99834,0.019215
2026-06-25T23:55:43,341.735,active,1,AF7+AF8,63137,3217.8,1426.5,1329.5,549.42,63.859,286.63,129.28,0.26513,0.99934,0.01691
2026-06-25T23:55:44,342.745,active,1,AF7+AF8,33907,3578.9,882.52,1354.7,594.18,70.709,176.66,137.59,0.23332,0.99973,0.01488
2026-06-25T23:55:45,343.754,active,1,AF7+AF8,1207.6,558.36,247.64,628.72,164.59,10.486,53.48,64.57,0.69099,0.99989,0.013095
2026-06-25T23:55:46,344.764,active,1,AF7+AF8,293.15,272.31,215.74,294.06,93.205,4.793,46.344,27.077,0.60808,0.99995,0.011523
2026-06-25T23:55:47,345.775,active,1,AF7+AF8,365.77,358.32,167.89,173.83,67.837,6.6917,32.973,13.355,0.53512,0.99582,0.010141
2026-06-25T23:55:48,346.783,active,1,AF7+AF8,561.68,458.94,100.34,173.25,59.169,8.7395,15.218,12.644,0.49687,0.9814,0.026683
2026-06-25T23:55:49,347.791,active,1,AF7+AF8,465.65,229.22,51.714,165.53,55.742,3.9973,7.4093,12.141,0.74725,0.9825,0.10288
2026-06-25T23:55:50,348.796,active,1,AF7+AF8,198.53,91.022,34.966,150.35,52.057,1.1749,4.943,10.853,0.8692,0.98829,0.12031
2026-06-25T23:55:51,349.800,active,1,AF7+AF8,284.84,72.522,58.836,122.59,36.301,0.80407,9.294,8.2735,0.80991,0.9869,0.10757
2026-06-25T23:55:52,350.807,active,1,AF7+AF8,291.82,53.661,58.537,107.15,34.343,0.42624,10.166,6.7551,0.73117,0.98361,0.095573
2026-06-25T23:55:53,351.817,active,1,AF7+AF8,557.25,128.25,73.845,148.93,47.925,1.9791,11.538,10.738,0.69159,0.98602,0.085104
2026-06-25T23:55:54,352.827,active,1,AF7+AF8,1490.7,341.86,194.91,253.38,61.74,6.5104,28.342,20.769,0.61126,0.99393,0.074893
2026-06-25T23:55:55,353.837,active,1,AF7+AF8,636.59,292.7,120.04,204.57,55.412,5.377,18.545,16.779,0.57302,0.99557,0.066072
2026-06-25T23:55:56,354.847,active,1,AF7+AF8,322.41,207.08,96.165,166.14,42.065,3.5773,17.123,13.657,0.52228,0.99533,0.05828
2026-06-25T23:55:57,355.858,active,1,AF7+AF8,898.25,316.62,129.89,179.27,46.175,6.0418,14.144,13.576,0.51113,0.99318,0.053339
2026-06-25T23:55:58,356.867,active,1,AF7+AF8,4685.8,1416,300.24,345.95,84.595,28.716,27.42,26.569,0.49722,0.90457,0.41523
2026-06-25T23:55:59,357.873,active,1,AF7+AF8,82312,62067,3689.8,7194,1412.9,1232.2,746.45,755.08,0.79099,0.79602,0.76609
2026-06-25T23:56:00,358.878,active,1,AF7+AF8,1.3603e+05,1.1723e+05,8519.7,13378,2504.9,2328.5,1626.7,1407.8,0.69607,0.7005,0.90644
2026-06-25T23:56:01,359.885,active,1,AF7+AF8,40265,21767,3139.3,2574.5,497.23,435.65,473.93,252.87,0.61255,0.61644,0.79766
2026-06-25T23:56:02,360.892,active,1,AF7+AF8,23844,4292.6,861.78,606.02,85.642,85.088,190.06,61.458,0.53904,0.54247,0.70194
2026-06-25T23:56:03,361.899,active,1,AF7+AF8,2575.4,1034.4,324.34,247.63,68.751,20.138,71.897,21.697,0.47435,0.62833,0.61771
2026-06-25T23:56:04,362.909,active,1,AF7+AF8,976.39,557,432.19,244.06,70.95,10.585,99.919,21.02,0.41743,0.8481,0.54359
2026-06-25T23:56:05,363.917,active,1,AF7+AF8,851.74,241.8,250.82,178.14,49.086,4.2456,54.576,13.442,0.36734,0.93326,0.47836
2026-06-25T23:56:06,364.927,active,1,AF7+AF8,281.38,98.994,69.566,121.71,51.737,1.3393,12.897,8.2049,0.33375,0.95453,0.42132
2026-06-25T23:56:07,365.935,active,1,AF7+AF8,512.35,127.75,82.318,152.65,67.997,1.9062,15.782,11.028,0.30389,0.97561,0.37088
2026-06-25T23:56:08,366.938,active,1,AF7+AF8,898.95,182.13,112.54,167.56,61.248,2.986,22.766,12.83,0.26825,0.9859,0.32638
2026-06-25T23:56:09,367.944,active,1,AF7+AF8,407.93,247.05,188.48,191.25,63.468,4.2993,43.872,17.3,0.23606,0.99346,0.28722
2026-06-25T23:56:10,368.948,active,1,AF7+AF8,787.27,310.84,232.09,163.04,55.445,5.5465,54.752,15.169,0.20774,0.99328,0.25275
2026-06-25T23:56:11,369.952,active,1,AF7+AF8,493.3,147.74,76.54,103.32,42.079,2.2989,14.615,8.4684,0.18811,0.98883,0.22267
2026-06-25T23:56:12,370.961,active,1,AF7+AF8,482.36,316.86,89.598,125.51,48.722,5.6513,18.007,10.823,0.16876,0.98177,0.1962
2026-06-25T23:56:13,371.970,active,1,AF7+AF8,581.5,277.03,102.02,167.3,48.106,4.8397,22.098,15.076,0.15199,0.98914,0.17268
2026-06-25T23:56:14,372.980,active,1,AF7+AF8,572.04,239.71,105.17,128.17,37.67,4.1224,22.901,10.729,0.13402,0.98619,0.15197
2026-06-25T23:56:15,373.990,active,1,AF7+AF8,812.81,475.28,212.2,123.56,43.15,9.0455,36.049,10.291,0.11794,0.94595,0.13373
2026-06-25T23:56:16,374.999,active,1,AF7+AF8,885.74,502.3,247.13,117.73,40.182,9.7315,28.716,9.1723,0.10379,0.8841,0.11769
2026-06-25T23:56:17,376.005,active,1,AF7+AF8,472.02,279.75,119.69,116.91,37.376,4.9609,24.202,9.9768,0.091435,0.90846,0.10358
2026-06-25T23:56:18,377.010,active,1,AF7+AF8,295.48,198.19,79.986,134.23,37.706,3.2704,17.107,11.787,0.088306,0.95501,0.091266
2026-06-25T23:56:19,378.020,active,1,AF7+AF8,190.25,112.64,64.801,94.105,33.282,1.5712,13.569,7.2935,0.082699,0.95392,0.080612
2026-06-25T23:56:20,379.028,active,1,AF7+AF8,179.01,68.299,55.735,88.381,33.698,0.69296,10.435,6.8469,0.11862,0.95513,0.071851
2026-06-25T23:56:21,380.037,active,1,AF7+AF8,387.11,300.18,113.95,134.93,37.354,5.3094,24.426,11.433,0.10456,0.95522,0.063237
2026-06-25T23:56:22,381.046,active,1,AF7+AF8,385.37,435.1,152.1,180.65,55.09,7.9997,35.002,16.174,0.092025,0.97218,0.055649
2026-06-25T23:56:23,382.056,active,1,AF7+AF8,907.59,224.62,63.288,110.45,47.319,3.806,13.259,8.5735,0.091501,0.96539,0.050025
2026-06-25T23:56:24,383.066,active,1,AF7+AF8,1234.4,199.78,59.252,110.05,42.293,3.334,11.279,9.1956,0.1931,0.96346,0.046239
2026-06-25T23:56:25,384.076,active,1,AF7+AF8,408.87,207.96,106.24,122.27,46.674,3.5233,22.277,10.507,0.17026,0.96766,0.040701
2026-06-25T23:56:26,385.082,active,1,AF7+AF8,876.51,502.38,230.88,180,70.629,9.4049,49.998,16.048,0.14983,0.96736,0.035817
2026-06-25T23:56:27,386.088,active,1,AF7+AF8,1607.1,1050.7,490.45,372.73,93.914,20.572,89.51,34.566,0.13185,0.9864,0.031519
2026-06-25T23:56:28,387.094,active,1,AF7+AF8,958.32,852.18,469.81,376.88,60.291,16.653,92.461,35.636,0.11603,0.99451,0.027736
2026-06-25T23:56:29,388.101,active,1,AF7+AF8,2086.1,703.76,267.13,261.95,72.758,14.019,43.637,22.2,0.10211,0.9932,0.024408
2026-06-25T23:56:30,389.108,active,1,AF7+AF8,3761.2,1300.9,329.16,440.5,173.34,26.531,43.586,38.087,0.097069,0.99543,0.021503
2026-06-25T23:56:31,390.115,active,1,AF7+AF8,2258.9,538,244.4,324.91,102.45,10.438,36.999,27.489,0.086445,0.99805,0.018923
2026-06-25T23:56:32,391.121,active,1,AF7+AF8,2404.2,419.52,173.39,234.48,69.015,7.8374,34.963,19.937,0.076137,0.998,0.016652
2026-06-25T23:56:33,392.129,active,1,AF7+AF8,1069.7,386.01,82.591,162.75,56.169,7.1149,15.584,13.496,0.18672,0.9935,0.016368
2026-06-25T23:56:34,393.138,active,1,AF7+AF8,576.51,196.08,86.615,113.84,39.076,3.3279,13.578,8.6117,0.17356,0.9863,0.015113
2026-06-25T23:56:35,394.144,active,1,AF7+AF8,622.49,225.76,102.62,100.25,49.933,3.8687,19.341,7.5293,0.15306,0.97136,0.013352
