iso_time,t,phase,contact,used,delta,theta,alpha,beta,gamma,theta_z,alpha_z,beta_z,stress,attention,cognitive_load
2026-06-25T23:48:42,12.107,idle,0,,,,,,,,,,,,
2026-06-25T23:48:43,13.113,idle,0,,,,,,,,,,,,
2026-06-25T23:48:44,14.118,idle,0,,,,,,,,,,,,
2026-06-25T23:48:45,15.124,idle,0,,,,,,,,,,,,
2026-06-25T23:48:46,16.131,idle,0,,,,,,,,,,,,
2026-06-25T23:48:47,17.139,idle,0,,,,,,,,,,,,
2026-06-25T23:48:48,18.146,idle,0,,,,,,,,,,,,
2026-06-25T23:48:49,19.163,idle,1,AF7+AF8,39716,13966,3486.1,2844,636.18,,,,,,
